Title,Date,Type,Country,Report No,PDF Link
Kenya - AFRICA EAST- P154784- Kenya Climate Smart Agriculture Project - Procurement Plan,2021-05-10T04:00:00Z,Procurement Plan,Kenya,STEP48958,http://documents.worldbank.org/curated/en/782021620665413215/pdf/Kenya-AFRICA-EAST-P154784-Kenya-Climate-Smart-Agriculture-Project-Procurement-Plan.pdf
Indonesia - EAST ASIA AND PACIFIC - P154782 - Indonesia National Slum Upgrading Project - Audited Financial Statement,2021-09-20T04:00:00Z,Auditing Document,Indonesia,SCA0045584,http://documents.worldbank.org/curated/en/413001633617982397/pdf/Indonesia-EAST-ASIA-AND-PACIFIC-P154782-Indonesia-National-Slum-Upgrading-Project-Audited-Financial-Statement.pdf
Central African Republic - AFRICA WEST- P162245- Water and Electricity Upgrading Project - Procurement Plan,2021-04-09T04:00:00Z,Procurement Plan,Central African Republic,STEP47574,http://documents.worldbank.org/curated/en/150861617967159614/pdf/Central-African-Republic-AFRICA-WEST-P162245-Water-and-Electricity-Upgrading-Project-Procurement-Plan.pdf
Central African Republic - AFRICA WEST- P162245- Water and Electricity Upgrading Project - Procurement Plan,2021-06-23T04:00:00Z,Procurement Plan,Central African Republic,STEP50977,http://documents.worldbank.org/curated/en/431961624458562922/pdf/Central-African-Republic-AFRICA-WEST-P162245-Water-and-Electricity-Upgrading-Project-Procurement-Plan.pdf
Central African Republic - AFRICA WEST- P162245- Water and Electricity Upgrading Project - Procurement Plan,2021-05-22T04:00:00Z,Procurement Plan,Central African Republic,STEP49434,
Uganda - Water Management and Development Project and Third Phase of Energy for Rural Transformation Project : Second Progress Report on the Implementation of Management's Action Plan in Response to the Inspection Panel Investigation Report,2021-07-22T04:00:00Z,Investigation Report,Uganda,162162,http://documents.worldbank.org/curated/en/122351627386715826/pdf/Uganda-Water-Management-and-Development-Project-and-Third-Phase-of-Energy-for-Rural-Transformation-Project-Second-Progress-Report-on-the-Implementation-of-Managements-Action-Plan-in-Response-to-the-Inspection-Panel-Investigation-Report.pdf
Uruguay - LATIN AMERICA AND CARIBBEAN- P124181- Sustainable Management of Natural Resources and Climate Change - Procurement Plan,2021-08-30T04:00:00Z,Procurement Plan,Uruguay,STEP53590,http://documents.worldbank.org/curated/en/200931630351854583/pdf/Uruguay-LATIN-AMERICA-AND-CARIBBEAN-P124181-Sustainable-Management-of-Natural-Resources-and-Climate-Change-Procurement-Plan.pdf
Disclosable Version of the ISR - Sustainable Management of Natural Resources and Climate Change - P124181 - Sequence No : 20,2021-11-15T05:00:00Z,Implementation Status and Results Report,Uruguay,ISR48608,http://documents.worldbank.org/curated/en/612531637020559568/pdf/Disclosable-Version-of-the-ISR-Sustainable-Management-of-Natural-Resources-and-Climate-Change-P124181-Sequence-No-20.pdf
Project Information Document - Economic Linkages for Diversification - P171664,2021-03-07T05:00:00Z,Project Information Document,Mozambique,PIDA30406,http://documents.worldbank.org/curated/en/969671615138514983/pdf/Project-Information-Document-Economic-Linkages-for-Diversification-P171664.pdf
Somalia - AFRICA EAST- P155123- Somaliland Civil Service Strengthening Project - Procurement Plan,2021-09-20T04:00:00Z,Procurement Plan,Somalia,STEP54506,http://documents.worldbank.org/curated/en/560721632145036422/pdf/Somalia-AFRICA-EAST-P155123-Somaliland-Civil-Service-Strengthening-Project-Procurement-Plan.pdf
Uruguay - LATIN AMERICA AND CARIBBEAN- P124181- Sustainable Management of Natural Resources and Climate Change - Procurement Plan,2021-11-01T04:00:00Z,Procurement Plan,Uruguay,STEP56412,http://documents.worldbank.org/curated/en/627101635796182277/pdf/Uruguay-LATIN-AMERICA-AND-CARIBBEAN-P124181-Sustainable-Management-of-Natural-Resources-and-Climate-Change-Procurement-Plan.pdf
Tanzania - EASTERN AND SOUTHERN AFRICA - P101645 - TZ-Energy Development & Access Expansion Project - Audited Financial Statement,2021-03-17T04:00:00Z,Auditing Document,Tanzania,SCA0007896,http://documents.worldbank.org/curated/en/099115002092317376/pdf/P10164503dc5f20e809efb0437bde2b266f.pdf
Central African Republic - AFRICA WEST- P162245- Water and Electricity Upgrading Project - Procurement Plan,2021-04-12T04:00:00Z,Procurement Plan,Central African Republic,STEP47645,http://documents.worldbank.org/curated/en/644391618225636611/pdf/Central-African-Republic-AFRICA-WEST-P162245-Water-and-Electricity-Upgrading-Project-Procurement-Plan.pdf
Tanzania - EASTERN AND SOUTHERN AFRICA - P101645 - TZ-Energy Development & Access Expansion Project - Audited Financial Statement,2021-03-16T04:00:00Z,Auditing Document,Tanzania,SCA0007893,http://documents.worldbank.org/curated/en/099114502092332080/pdf/P10164506510470460b8740f13c3b60ee61.pdf
Western Africa - AFRICA WEST- P169265- Harmonizing and Improving Statistics in West Africa - Procurement Plan,2021-07-26T04:00:00Z,Procurement Plan,Western Africa,STEP52159,http://documents.worldbank.org/curated/en/689171627313049352/pdf/Western-Africa-AFRICA-WEST-P169265-Harmonizing-and-Improving-Statistics-in-West-Africa-Procurement-Plan.pdf
Western Africa - AFRICA WEST- P169265- Harmonizing and Improving Statistics in West Africa - Procurement Plan,2021-09-08T04:00:00Z,Procurement Plan,Western Africa,STEP53981,http://documents.worldbank.org/curated/en/104651631105451143/pdf/Western-Africa-AFRICA-WEST-P169265-Harmonizing-and-Improving-Statistics-in-West-Africa-Procurement-Plan.pdf
Tajikistan - EUROPE AND CENTRAL ASIA- P126130- Tajikistan Health Services Improvement Project (HSIP) - Procurement Plan,2021-02-11T05:00:00Z,Procurement Plan,Tajikistan,STEP44910,http://documents.worldbank.org/curated/en/783051613053046430/pdf/Tajikistan-EUROPE-AND-CENTRAL-ASIA-P126130-Tajikistan-Health-Services-Improvement-Project-HSIP-Procurement-Plan.pdf
Tajikistan - EUROPE AND CENTRAL ASIA- P126130- Tajikistan Health Services Improvement Project (HSIP) - Procurement Plan,2021-09-28T04:00:00Z,Procurement Plan,Tajikistan,STEP54868,http://documents.worldbank.org/curated/en/949241632814336422/pdf/Tajikistan-EUROPE-AND-CENTRAL-ASIA-P126130-Tajikistan-Health-Services-Improvement-Project-HSIP-Procurement-Plan.pdf
Disclosable Version of the ISR - KH - Livelihood Enhancement and Association of the Poor Project (LEAP) - P153591 - Sequence No : 08,2021-04-13T04:00:00Z,Implementation Status and Results Report,Cambodia,ISR45657,http://documents.worldbank.org/curated/en/803491618303381415/pdf/Disclosable-Version-of-the-ISR-KH-Livelihood-Enhancement-and-Association-of-the-Poor-Project-LEAP-P153591-Sequence-No-08.pdf
Cambodia - EAST ASIA AND PACIFIC- P150631- KH-Land Allocation for Social and Economic Development Project II - Procurement Plan,2021-01-05T05:00:00Z,Procurement Plan,Cambodia,STEP43236,http://documents.worldbank.org/curated/en/643551609861724459/pdf/Cambodia-EAST-ASIA-AND-PACIFIC-P150631-KH-Land-Allocation-for-Social-and-Economic-Development-Project-II-Procurement-Plan.pdf
Central African Republic - AFRICA WEST- P162245- Water and Electricity Upgrading Project - Procurement Plan,2021-02-18T05:00:00Z,Procurement Plan,Central African Republic,STEP45208,http://documents.worldbank.org/curated/en/966831613621871921/pdf/Central-African-Republic-AFRICA-WEST-P162245-Water-and-Electricity-Upgrading-Project-Procurement-Plan.pdf
Central African Republic - AFRICA WEST- P162245- Water and Electricity Upgrading Project - Procurement Plan,2021-04-29T04:00:00Z,Procurement Plan,Central African Republic,STEP48519,http://documents.worldbank.org/curated/en/310151619692912286/pdf/Central-African-Republic-AFRICA-WEST-P162245-Water-and-Electricity-Upgrading-Project-Procurement-Plan.pdf
Tanzania - EASTERN AND SOUTHERN AFRICA - P101645 - TZ-Energy Development & Access Expansion Project - Audited Financial Statement,2021-04-14T04:00:00Z,Auditing Document,Tanzania,SCA0007899,http://documents.worldbank.org/curated/en/099115502092313032/pdf/P10164504fada903508fff07487d77858ef.pdf
Western Africa - AFRICA WEST- P169265- Harmonizing and Improving Statistics in West Africa - Procurement Plan,2021-04-09T04:00:00Z,Procurement Plan,Western Africa,STEP47583,http://documents.worldbank.org/curated/en/535871617976256441/pdf/Western-Africa-AFRICA-WEST-P169265-Harmonizing-and-Improving-Statistics-in-West-Africa-Procurement-Plan.pdf
Western Africa - AFRICA WEST- P169265- Harmonizing and Improving Statistics in West Africa - Procurement Plan,2021-06-14T04:00:00Z,Procurement Plan,Western Africa,STEP50488,http://documents.worldbank.org/curated/en/678801623674083542/pdf/Western-Africa-AFRICA-WEST-P169265-Harmonizing-and-Improving-Statistics-in-West-Africa-Procurement-Plan.pdf
Central African Republic - AFRICA WEST- P162245- Water and Electricity Upgrading Project - Procurement Plan,2021-09-17T04:00:00Z,Procurement Plan,Central African Republic,STEP54419,http://documents.worldbank.org/curated/en/675621631885332941/pdf/Central-African-Republic-AFRICA-WEST-P162245-Water-and-Electricity-Upgrading-Project-Procurement-Plan.pdf
Central African Republic - AFRICA WEST - P162245 - Water and Electricity Upgrading Project - Audited Financial Statement,2021-06-22T04:00:00Z,Auditing Document,Central African Republic,SCA0043921,http://documents.worldbank.org/curated/en/684581628607304949/pdf/Central-African-Republic-AFRICA-WEST-P162245-Water-and-Electricity-Upgrading-Project-Audited-Financial-Statement.pdf
Uruguay - LATIN AMERICA AND CARIBBEAN- P124181- Sustainable Management of Natural Resources and Climate Change - Procurement Plan,2021-08-05T04:00:00Z,Procurement Plan,Uruguay,STEP52676,http://documents.worldbank.org/curated/en/739871628203177405/pdf/Uruguay-LATIN-AMERICA-AND-CARIBBEAN-P124181-Sustainable-Management-of-Natural-Resources-and-Climate-Change-Procurement-Plan.pdf
Stakeholder Engagement Plan (SEP) Tanzania Digital Foundations Project (P160766),2021-03-19T04:00:00Z,Stakeholder Engagement Plan,Tanzania,,http://documents.worldbank.org/curated/en/494691616158055192/pdf/Stakeholder-Engagement-Plan-SEP-Tanzania-Digital-Foundations-Project-P160766.pdf
Tanzania - EASTERN AND SOUTHERN AFRICA - P101645 - TZ-Energy Development & Access Expansion Project - Audited Financial Statement,2021-03-09T05:00:00Z,Auditing Document,Tanzania,SCA0007898,http://documents.worldbank.org/curated/en/099115502092328625/pdf/P1016450ec5f560400818e0552e2dd642ea.pdf
Uruguay - LATIN AMERICA AND CARIBBEAN - P124181 - Sustainable Management of Natural Resources and Climate Change - Audited Financial Statement,2021-07-06T04:00:00Z,Auditing Document,Uruguay,SCA0046851,http://documents.worldbank.org/curated/en/255921627680158595/pdf/Uruguay-LATIN-AMERICA-AND-CARIBBEAN-P124181-Sustainable-Management-of-Natural-Resources-and-Climate-Change-Audited-Financial-Statement.pdf
Disclosable Version of the ISR - South Sudan COVID-19 Emergency Response and Health Systems Preparedness Project - P176480 - Sequence No : 01,2021-09-30T04:00:00Z,Implementation Status and Results Report,Africa,ISR47911,http://documents.worldbank.org/curated/en/177121633005570302/pdf/Disclosable-Version-of-the-ISR-South-Sudan-COVID-19-Emergency-Response-and-Health-Systems-Preparedness-Project-P176480-Sequence-No-01.pdf
Kenya - AFRICA EAST- P152394- Transforming Health Systems for Universal Care - Procurement Plan,2021-01-21T05:00:00Z,Procurement Plan,Kenya,STEP43905,http://documents.worldbank.org/curated/en/150011611207378134/pdf/Kenya-AFRICA-EAST-P152394-Transforming-Health-Systems-for-Universal-Care-Procurement-Plan.pdf
Somalia - AFRICA EAST- P155123- Somaliland Civil Service Strengthening Project - Procurement Plan,2021-04-14T04:00:00Z,Procurement Plan,Somalia,STEP47780,http://documents.worldbank.org/curated/en/165521618402258298/pdf/Somalia-AFRICA-EAST-P155123-Somaliland-Civil-Service-Strengthening-Project-Procurement-Plan.pdf
Somalia - AFRICA EAST- P155123- Somaliland Civil Service Strengthening Project - Procurement Plan,2021-04-29T04:00:00Z,Procurement Plan,Somalia,STEP48502,http://documents.worldbank.org/curated/en/275121619671352741/pdf/Somalia-AFRICA-EAST-P155123-Somaliland-Civil-Service-Strengthening-Project-Procurement-Plan.pdf
India - SOUTH ASIA- P143751- Second Tamil Nadu Road Sector Project - Procurement Plan,2021-04-21T04:00:00Z,Procurement Plan,India,STEP48115,http://documents.worldbank.org/curated/en/509751619006645226/pdf/India-SOUTH-ASIA-P143751-Second-Tamil-Nadu-Road-Sector-Project-Procurement-Plan.pdf
Uruguay - LATIN AMERICA AND CARIBBEAN- P124181- Sustainable Management of Natural Resources and Climate Change - Procurement Plan,2021-08-17T04:00:00Z,Procurement Plan,Uruguay,STEP53096,http://documents.worldbank.org/curated/en/388921629235377495/pdf/Uruguay-LATIN-AMERICA-AND-CARIBBEAN-P124181-Sustainable-Management-of-Natural-Resources-and-Climate-Change-Procurement-Plan.pdf
Uruguay - LATIN AMERICA AND CARIBBEAN - P124181 - Sustainable Management of Natural Resources and Climate Change - Audited Financial Statement,2021-07-26T04:00:00Z,Auditing Document,Uruguay,SCA0046849,http://documents.worldbank.org/curated/en/235611627680269039/pdf/Uruguay-LATIN-AMERICA-AND-CARIBBEAN-P124181-Sustainable-Management-of-Natural-Resources-and-Climate-Change-Audited-Financial-Statement.pdf
Central African Republic - AFRICA WEST- P162245- Water and Electricity Upgrading Project - Procurement Plan,2021-12-21T05:00:00Z,Procurement Plan,Central African Republic,STEP58597,http://documents.worldbank.org/curated/en/099920012212112813/pdf/Central0Africa000Procurement0Plan01.pdf
Appraisal Environmental and Social Review Summary (ESRS) - Honduras - Innovation for Rural Competitiveness Project - COMRURAL III - P174328,2021-04-23T04:00:00Z,Environmental and Social Review Summary,Honduras,ESRSA01312,http://documents.worldbank.org/curated/en/107371619191720915/pdf/Appraisal-Environmental-and-Social-Review-Summary-ESRS-Honduras-Innovation-for-Rural-Competitiveness-Project-COMRURAL-III-P174328.pdf
India - SOUTH ASIA- P150520- Punjab Rural Water and Sanitation Sector Improvement Project - Procurement Plan,2021-09-09T04:00:00Z,Procurement Plan,India,STEP54019,http://documents.worldbank.org/curated/en/748061631177814659/pdf/India-SOUTH-ASIA-P150520-Punjab-Rural-Water-and-Sanitation-Sector-Improvement-Project-Procurement-Plan.pdf
Angola - AFRICA EAST- P157671- Angola Statistics Project - Procurement Plan,2021-03-12T05:00:00Z,Procurement Plan,Angola,STEP46365,http://documents.worldbank.org/curated/en/506841615577688796/pdf/Angola-AFRICA-EAST-P157671-Angola-Statistics-Project-Procurement-Plan.pdf
Somalia - AFRICA EAST- P172434- Somalia Education for Human Capital Development Project - Procurement Plan,2021-09-11T04:00:00Z,Procurement Plan,Somalia,STEP54106,http://documents.worldbank.org/curated/en/803101631320624409/pdf/Somalia-AFRICA-EAST-P172434-Somalia-Education-for-Human-Capital-Development-Project-Procurement-Plan.pdf
Somalia - AFRICA EAST- P155123- Somaliland Civil Service Strengthening Project - Procurement Plan,2021-04-13T04:00:00Z,Procurement Plan,Somalia,STEP47736,http://documents.worldbank.org/curated/en/257911618333745157/pdf/Somalia-AFRICA-EAST-P155123-Somaliland-Civil-Service-Strengthening-Project-Procurement-Plan.pdf
Western Africa - AFRICA WEST- P154807- Regional Disease Surveillance Systems Enhancement (REDISSE) - Procurement Plan,2021-06-22T04:00:00Z,Procurement Plan,Africa,STEP50924,http://documents.worldbank.org/curated/en/925301624377498012/pdf/Western-Africa-AFRICA-WEST-P154807-Regional-Disease-Surveillance-Systems-Enhancement-REDISSE-Procurement-Plan.pdf
Mexico - Sustainable Energy Technologies Development for Climate Change Project,2021-06-30T04:00:00Z,Implementation Completion and Results Report,Mexico,ICR5389,http://documents.worldbank.org/curated/en/286941625727473486/pdf/Mexico-Sustainable-Energy-Technologies-Development-for-Climate-Change-Project.pdf
Central African Republic - Human Capital and Women and Girls Empowerment Project (Maïngo) Project,2021-06-10T04:00:00Z,Project Appraisal Document,Central African Republic,PAD4241,http://documents.worldbank.org/curated/en/828481624759288055/pdf/Central-African-Republic-Human-Capital-and-Women-and-Girls-Empowerment-Project-Maïngo-Project.pdf
Somalia - AFRICA EAST- P155123- Somaliland Civil Service Strengthening Project - Procurement Plan,2021-03-01T05:00:00Z,Procurement Plan,Somalia,STEP45767,http://documents.worldbank.org/curated/en/968911614602936719/pdf/Somalia-AFRICA-EAST-P155123-Somaliland-Civil-Service-Strengthening-Project-Procurement-Plan.pdf
Kenya - AFRICA EAST- P152394- Transforming Health Systems for Universal Care - Procurement Plan,2021-02-18T05:00:00Z,Procurement Plan,Kenya,STEP45211,http://documents.worldbank.org/curated/en/814941613626753945/pdf/Kenya-AFRICA-EAST-P152394-Transforming-Health-Systems-for-Universal-Care-Procurement-Plan.pdf
